npy_path,emotion
./data_with_wav\openl3_embedding\Dance_The_Night_-_From_Barbie_The_Album_1.npy,happy
./data_with_wav\openl3_embedding\Dance_The_Night_-_From_Barbie_The_Album_2.npy,happy
./data_with_wav\openl3_embedding\All_Night_Long_0.npy,happy
./data_with_wav\openl3_embedding\All_Night_Long_1.npy,happy
./data_with_wav\openl3_embedding\All_Night_Long_2.npy,happy
./data_with_wav\openl3_embedding\24K_Magic_0.npy,happy
./data_with_wav\openl3_embedding\24K_Magic_1.npy,happy
./data_with_wav\openl3_embedding\24K_Magic_2.npy,happy
./data_with_wav\openl3_embedding\Seven_(feat._Latto)_0.npy,happy
./data_with_wav\openl3_embedding\Seven_(feat._Latto)_1.npy,happy
./data_with_wav\openl3_embedding\Seven_(feat._Latto)_2.npy,happy
./data_with_wav\openl3_embedding\Saving_Up_0.npy,happy
./data_with_wav\openl3_embedding\Saving_Up_1.npy,happy
./data_with_wav\openl3_embedding\Saving_Up_2.npy,happy
./data_with_wav\openl3_embedding\Players_0.npy,happy
./data_with_wav\openl3_embedding\Players_1.npy,happy
./data_with_wav\openl3_embedding\Players_2.npy,happy
./data_with_wav\openl3_embedding\Super_Freaky_Girl_0.npy,happy
./data_with_wav\openl3_embedding\Super_Freaky_Girl_1.npy,happy
./data_with_wav\openl3_embedding\Super_Freaky_Girl_2.npy,happy
./data_with_wav\openl3_embedding\Piggyback_Ride_0.npy,happy
./data_with_wav\openl3_embedding\Piggyback_Ride_1.npy,happy
./data_with_wav\openl3_embedding\Piggyback_Ride_2.npy,happy
./data_with_wav\openl3_embedding\Cake_By_The_Ocean_0.npy,happy
./data_with_wav\openl3_embedding\Cake_By_The_Ocean_1.npy,happy
./data_with_wav\openl3_embedding\Cake_By_The_Ocean_2.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_0.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_1.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_2.npy,happy
./data_with_wav\openl3_embedding\Dynamite_0.npy,happy
./data_with_wav\openl3_embedding\Dynamite_1.npy,happy
./data_with_wav\openl3_embedding\Dynamite_2.npy,happy
./data_with_wav\openl3_embedding\All_About_That_Bass_0.npy,happy
./data_with_wav\openl3_embedding\All_About_That_Bass_1.npy,happy
./data_with_wav\openl3_embedding\All_About_That_Bass_2.npy,happy
./data_with_wav\openl3_embedding\One_In_A_Million_0.npy,happy
./data_with_wav\openl3_embedding\One_In_A_Million_1.npy,happy
./data_with_wav\openl3_embedding\One_In_A_Million_2.npy,happy
./data_with_wav\openl3_embedding\Shower_0.npy,happy
./data_with_wav\openl3_embedding\Shower_1.npy,happy
./data_with_wav\openl3_embedding\Shower_2.npy,happy
./data_with_wav\openl3_embedding\Flowers_0.npy,happy
./data_with_wav\openl3_embedding\Flowers_1.npy,happy
./data_with_wav\openl3_embedding\Flowers_2.npy,happy
./data_with_wav\openl3_embedding\Stronger_(What_Doesn't_Kill_You)_0.npy,happy
./data_with_wav\openl3_embedding\Stronger_(What_Doesn't_Kill_You)_1.npy,happy
./data_with_wav\openl3_embedding\Stronger_(What_Doesn't_Kill_You)_2.npy,happy
./data_with_wav\openl3_embedding\nice_to_know_you_0.npy,happy
./data_with_wav\openl3_embedding\nice_to_know_you_1.npy,happy
./data_with_wav\openl3_embedding\nice_to_know_you_2.npy,happy
./data_with_wav\openl3_embedding\Fireflies_0.npy,happy
./data_with_wav\openl3_embedding\Fireflies_1.npy,happy
./data_with_wav\openl3_embedding\Fireflies_2.npy,happy
./data_with_wav\openl3_embedding\I'm_Yours_0.npy,happy
./data_with_wav\openl3_embedding\I'm_Yours_1.npy,happy
./data_with_wav\openl3_embedding\I'm_Yours_2.npy,happy
./data_with_wav\openl3_embedding\Feels_Like_a_Sunday_0.npy,happy
./data_with_wav\openl3_embedding\Feels_Like_a_Sunday_1.npy,happy
./data_with_wav\openl3_embedding\Feels_Like_a_Sunday_2.npy,happy
./data_with_wav\openl3_embedding\Watermelon_Sugar_0.npy,happy
./data_with_wav\openl3_embedding\Watermelon_Sugar_1.npy,happy
./data_with_wav\openl3_embedding\Watermelon_Sugar_2.npy,happy
./data_with_wav\openl3_embedding\Riptide_0.npy,happy
./data_with_wav\openl3_embedding\Riptide_1.npy,happy
./data_with_wav\openl3_embedding\Riptide_2.npy,happy
./data_with_wav\openl3_embedding\I_Like_You_(A_Happier_Song)_(with_Doja_Cat)_0.npy,happy
./data_with_wav\openl3_embedding\I_Like_You_(A_Happier_Song)_(with_Doja_Cat)_1.npy,happy
./data_with_wav\openl3_embedding\I_Like_You_(A_Happier_Song)_(with_Doja_Cat)_2.npy,happy
./data_with_wav\openl3_embedding\Deep_Down_(feat._Never_Dull)_0.npy,happy
./data_with_wav\openl3_embedding\Deep_Down_(feat._Never_Dull)_1.npy,happy
./data_with_wav\openl3_embedding\Deep_Down_(feat._Never_Dull)_2.npy,happy
./data_with_wav\openl3_embedding\No_Diggity_0.npy,happy
./data_with_wav\openl3_embedding\No_Diggity_1.npy,happy
./data_with_wav\openl3_embedding\No_Diggity_2.npy,happy
./data_with_wav\openl3_embedding\Rasputin_0.npy,happy
./data_with_wav\openl3_embedding\Rasputin_1.npy,happy
./data_with_wav\openl3_embedding\Rasputin_2.npy,happy
./data_with_wav\openl3_embedding\Walking_on_Sunshine_0.npy,happy
./data_with_wav\openl3_embedding\Walking_on_Sunshine_1.npy,happy
./data_with_wav\openl3_embedding\Walking_on_Sunshine_2.npy,happy
./data_with_wav\openl3_embedding\Sunshine_0.npy,happy
./data_with_wav\openl3_embedding\Sunshine_1.npy,happy
./data_with_wav\openl3_embedding\Sunshine_2.npy,happy
./data_with_wav\openl3_embedding\Starstruck_0.npy,happy
./data_with_wav\openl3_embedding\Starstruck_1.npy,happy
./data_with_wav\openl3_embedding\Starstruck_2.npy,happy
./data_with_wav\openl3_embedding\Somebody_To_You_0.npy,happy
./data_with_wav\openl3_embedding\Somebody_To_You_1.npy,happy
./data_with_wav\openl3_embedding\Somebody_To_You_2.npy,happy
./data_with_wav\openl3_embedding\Summertime_0.npy,happy
./data_with_wav\openl3_embedding\Summertime_1.npy,happy
./data_with_wav\openl3_embedding\Summertime_2.npy,happy
./data_with_wav\openl3_embedding\Left_and_Right_(Feat._Jung_Kook_of_BTS)_0.npy,happy
./data_with_wav\openl3_embedding\Left_and_Right_(Feat._Jung_Kook_of_BTS)_1.npy,happy
./data_with_wav\openl3_embedding\Left_and_Right_(Feat._Jung_Kook_of_BTS)_2.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_0.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_1.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_2.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_0.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_1.npy,happy
./data_with_wav\openl3_embedding\Stuck_In_The_Middle_2.npy,happy
./data_with_wav\openl3_embedding\If_I_Can't_Have_You_0.npy,happy
./data_with_wav\openl3_embedding\If_I_Can't_Have_You_1.npy,happy
./data_with_wav\openl3_embedding\If_I_Can't_Have_You_2.npy,happy
./data_with_wav\openl3_embedding\Sugar_0.npy,happy
./data_with_wav\openl3_embedding\Sugar_1.npy,happy
./data_with_wav\openl3_embedding\Sugar_2.npy,happy
./data_with_wav\openl3_embedding\Veins_0.npy,happy
./data_with_wav\openl3_embedding\Veins_1.npy,happy
./data_with_wav\openl3_embedding\Veins_2.npy,happy
./data_with_wav\openl3_embedding\Popular_(with_Playboi_Carti_&_Madonna)_0.npy,happy
./data_with_wav\openl3_embedding\Popular_(with_Playboi_Carti_&_Madonna)_1.npy,happy
./data_with_wav\openl3_embedding\Popular_(with_Playboi_Carti_&_Madonna)_2.npy,happy
./data_with_wav\openl3_embedding\Savage_Love_(Laxed_-_Siren_Beat)_0.npy,happy
./data_with_wav\openl3_embedding\Savage_Love_(Laxed_-_Siren_Beat)_1.npy,happy
./data_with_wav\openl3_embedding\Savage_Love_(Laxed_-_Siren_Beat)_2.npy,happy
./data_with_wav\openl3_embedding\Calm_Down_(with_Selena_Gomez)_0.npy,happy
./data_with_wav\openl3_embedding\Calm_Down_(with_Selena_Gomez)_1.npy,happy
./data_with_wav\openl3_embedding\Calm_Down_(with_Selena_Gomez)_2.npy,happy
./data_with_wav\openl3_embedding\Forever_Can_Wait_0.npy,happy
./data_with_wav\openl3_embedding\Forever_Can_Wait_1.npy,happy
./data_with_wav\openl3_embedding\Forever_Can_Wait_2.npy,happy
./data_with_wav\openl3_embedding\Cheerleader_(Felix_Jaehn_Remix)_-_Radio_Edit_0.npy,happy
./data_with_wav\openl3_embedding\Cheerleader_(Felix_Jaehn_Remix)_-_Radio_Edit_1.npy,happy
./data_with_wav\openl3_embedding\Cheerleader_(Felix_Jaehn_Remix)_-_Radio_Edit_2.npy,happy
./data_with_wav\openl3_embedding\Coming_With_You_0.npy,happy
./data_with_wav\openl3_embedding\Coming_With_You_1.npy,happy
./data_with_wav\openl3_embedding\Coming_With_You_2.npy,happy
./data_with_wav\openl3_embedding\This_Girl_(Kungs_Vs._Cookin'_On_3_Burners)_0.npy,happy
./data_with_wav\openl3_embedding\This_Girl_(Kungs_Vs._Cookin'_On_3_Burners)_1.npy,happy
./data_with_wav\openl3_embedding\This_Girl_(Kungs_Vs._Cookin'_On_3_Burners)_2.npy,happy
./data_with_wav\openl3_embedding\Swalla_0.npy,happy
./data_with_wav\openl3_embedding\Swalla_1.npy,happy
./data_with_wav\openl3_embedding\Swalla_2.npy,happy
./data_with_wav\openl3_embedding\Barbie_Dreams_(feat._Kaliii)_[From_Barbie_The_Album]_0.npy,happy
./data_with_wav\openl3_embedding\Barbie_Dreams_(feat._Kaliii)_[From_Barbie_The_Album]_1.npy,happy
./data_with_wav\openl3_embedding\Barbie_Dreams_(feat._Kaliii)_[From_Barbie_The_Album]_2.npy,happy
./data_with_wav\openl3_embedding\If_You_Had_My_Love_(Kav_Verhouzer_Remix)_0.npy,happy
./data_with_wav\openl3_embedding\If_You_Had_My_Love_(Kav_Verhouzer_Remix)_1.npy,happy
./data_with_wav\openl3_embedding\If_You_Had_My_Love_(Kav_Verhouzer_Remix)_2.npy,happy
./data_with_wav\openl3_embedding\Price_Tag_0.npy,happy
./data_with_wav\openl3_embedding\Price_Tag_1.npy,happy
./data_with_wav\openl3_embedding\Price_Tag_2.npy,happy
./data_with_wav\openl3_embedding\Cool_0.npy,happy
./data_with_wav\openl3_embedding\Cool_1.npy,happy
./data_with_wav\openl3_embedding\Cool_2.npy,happy
./data_with_wav\openl3_embedding\Cooler_Than_Me_(feat._Big_Sean)_0.npy,happy
./data_with_wav\openl3_embedding\Cooler_Than_Me_(feat._Big_Sean)_1.npy,happy
./data_with_wav\openl3_embedding\Cooler_Than_Me_(feat._Big_Sean)_2.npy,happy
./data_with_wav\openl3_embedding\Payphone_0.npy,happy
./data_with_wav\openl3_embedding\Payphone_1.npy,happy
./data_with_wav\openl3_embedding\Payphone_2.npy,happy
./data_with_wav\openl3_embedding\King_0.npy,happy
./data_with_wav\openl3_embedding\King_1.npy,happy
./data_with_wav\openl3_embedding\King_2.npy,happy
./data_with_wav\openl3_embedding\STAY_(with_Justin_Bieber)_0.npy,happy
./data_with_wav\openl3_embedding\STAY_(with_Justin_Bieber)_1.npy,happy
./data_with_wav\openl3_embedding\STAY_(with_Justin_Bieber)_2.npy,happy
./data_with_wav\openl3_embedding\What_U_Want_0.npy,happy
./data_with_wav\openl3_embedding\What_U_Want_1.npy,happy
./data_with_wav\openl3_embedding\What_U_Want_2.npy,happy
./data_with_wav\openl3_embedding\What_Makes_You_Beautiful_0.npy,happy
./data_with_wav\openl3_embedding\What_Makes_You_Beautiful_1.npy,happy
./data_with_wav\openl3_embedding\What_Makes_You_Beautiful_2.npy,happy
./data_with_wav\openl3_embedding\Tongue_Tied_0.npy,happy
./data_with_wav\openl3_embedding\Tongue_Tied_1.npy,happy
./data_with_wav\openl3_embedding\Tongue_Tied_2.npy,happy
./data_with_wav\openl3_embedding\Beggin'_0.npy,happy
./data_with_wav\openl3_embedding\Beggin'_1.npy,happy
./data_with_wav\openl3_embedding\Beggin'_2.npy,happy
./data_with_wav\openl3_embedding\Don't_Start_Now_0.npy,happy
./data_with_wav\openl3_embedding\Don't_Start_Now_1.npy,happy
./data_with_wav\openl3_embedding\Don't_Start_Now_2.npy,happy
./data_with_wav\openl3_embedding\I'm_In_California_0.npy,happy
./data_with_wav\openl3_embedding\I'm_In_California_1.npy,happy
./data_with_wav\openl3_embedding\I'm_In_California_2.npy,happy
./data_with_wav\openl3_embedding\(It_Goes_Like)_Nanana_-_Edit_0.npy,happy
./data_with_wav\openl3_embedding\(It_Goes_Like)_Nanana_-_Edit_1.npy,happy
./data_with_wav\openl3_embedding\(It_Goes_Like)_Nanana_-_Edit_2.npy,happy
./data_with_wav\openl3_embedding\Friday_(feat._Mufasa_&_Hypeman)_-_Dopamine_Re-Edit_0.npy,happy
./data_with_wav\openl3_embedding\Friday_(feat._Mufasa_&_Hypeman)_-_Dopamine_Re-Edit_1.npy,happy
./data_with_wav\openl3_embedding\Friday_(feat._Mufasa_&_Hypeman)_-_Dopamine_Re-Edit_2.npy,happy
./data_with_wav\openl3_embedding\Hello_0.npy,happy
./data_with_wav\openl3_embedding\Hello_1.npy,happy
./data_with_wav\openl3_embedding\Hello_2.npy,happy
"./data_with_wav\openl3_embedding\Weekend_(Party,_Sleep,_Repeat)_0.npy",happy
"./data_with_wav\openl3_embedding\Weekend_(Party,_Sleep,_Repeat)_1.npy",happy
"./data_with_wav\openl3_embedding\Weekend_(Party,_Sleep,_Repeat)_2.npy",happy
./data_with_wav\openl3_embedding\Higher_Love_0.npy,happy
./data_with_wav\openl3_embedding\Higher_Love_1.npy,happy
./data_with_wav\openl3_embedding\Higher_Love_2.npy,happy
./data_with_wav\openl3_embedding\When_The_Rhythm_Calls_0.npy,happy
./data_with_wav\openl3_embedding\When_The_Rhythm_Calls_1.npy,happy
./data_with_wav\openl3_embedding\When_The_Rhythm_Calls_2.npy,happy
./data_with_wav\openl3_embedding\Better_Days_(NEIKED_x_Mae_Muller_x_Polo_G)_0.npy,happy
./data_with_wav\openl3_embedding\Better_Days_(NEIKED_x_Mae_Muller_x_Polo_G)_1.npy,happy
./data_with_wav\openl3_embedding\Better_Days_(NEIKED_x_Mae_Muller_x_Polo_G)_2.npy,happy
./data_with_wav\openl3_embedding\Know_Ya_0.npy,happy
./data_with_wav\openl3_embedding\Know_Ya_1.npy,happy
./data_with_wav\openl3_embedding\Know_Ya_2.npy,happy
./data_with_wav\openl3_embedding\Girlfriend_0.npy,happy
./data_with_wav\openl3_embedding\Girlfriend_1.npy,happy
./data_with_wav\openl3_embedding\Girlfriend_2.npy,happy
./data_with_wav\openl3_embedding\Sk8er_Boi_0.npy,happy
./data_with_wav\openl3_embedding\Sk8er_Boi_1.npy,happy
./data_with_wav\openl3_embedding\Sk8er_Boi_2.npy,happy
./data_with_wav\openl3_embedding\Party_In_The_U.S.A._0.npy,happy
./data_with_wav\openl3_embedding\Party_In_The_U.S.A._1.npy,happy
./data_with_wav\openl3_embedding\Party_In_The_U.S.A._2.npy,happy
./data_with_wav\openl3_embedding\Beautiful_Girls_0.npy,happy
./data_with_wav\openl3_embedding\Beautiful_Girls_1.npy,happy
./data_with_wav\openl3_embedding\Beautiful_Girls_2.npy,happy
./data_with_wav\openl3_embedding\Magic_In_The_Hamptons_(feat._Lil_Yachty)_0.npy,happy
./data_with_wav\openl3_embedding\Magic_In_The_Hamptons_(feat._Lil_Yachty)_1.npy,happy
./data_with_wav\openl3_embedding\Magic_In_The_Hamptons_(feat._Lil_Yachty)_2.npy,happy
./data_with_wav\openl3_embedding\Shut_Up_and_Dance_0.npy,happy
./data_with_wav\openl3_embedding\Shut_Up_and_Dance_1.npy,happy
./data_with_wav\openl3_embedding\Shut_Up_and_Dance_2.npy,happy
./data_with_wav\openl3_embedding\Call_Me_Maybe_0.npy,happy
./data_with_wav\openl3_embedding\Call_Me_Maybe_1.npy,happy
./data_with_wav\openl3_embedding\Call_Me_Maybe_2.npy,happy
./data_with_wav\openl3_embedding\Sunset_0.npy,happy
./data_with_wav\openl3_embedding\Sunset_1.npy,happy
./data_with_wav\openl3_embedding\Sunset_2.npy,happy
./data_with_wav\openl3_embedding\Shake_It_Off_0.npy,happy
./data_with_wav\openl3_embedding\Shake_It_Off_1.npy,happy
./data_with_wav\openl3_embedding\Shake_It_Off_2.npy,happy
./data_with_wav\openl3_embedding\S&M_0.npy,happy
./data_with_wav\openl3_embedding\S&M_1.npy,happy
./data_with_wav\openl3_embedding\S&M_2.npy,happy
./data_with_wav\openl3_embedding\Last_Friday_Night_(T.G.I.F.)_0.npy,happy
./data_with_wav\openl3_embedding\Last_Friday_Night_(T.G.I.F.)_1.npy,happy
./data_with_wav\openl3_embedding\Last_Friday_Night_(T.G.I.F.)_2.npy,happy
./data_with_wav\openl3_embedding\Maps_0.npy,happy
./data_with_wav\openl3_embedding\Maps_1.npy,happy
./data_with_wav\openl3_embedding\Maps_2.npy,happy
./data_with_wav\openl3_embedding\I_Wanna_Dance_with_Somebody_(Who_Loves_Me)_0.npy,happy
./data_with_wav\openl3_embedding\I_Wanna_Dance_with_Somebody_(Who_Loves_Me)_1.npy,happy
./data_with_wav\openl3_embedding\I_Wanna_Dance_with_Somebody_(Who_Loves_Me)_2.npy,happy
./data_with_wav\openl3_embedding\That's_What_I_Like_0.npy,happy
./data_with_wav\openl3_embedding\That's_What_I_Like_1.npy,happy
./data_with_wav\openl3_embedding\That's_What_I_Like_2.npy,happy
./data_with_wav\openl3_embedding\I'm_Good_(Blue)_0.npy,happy
./data_with_wav\openl3_embedding\I'm_Good_(Blue)_1.npy,happy
./data_with_wav\openl3_embedding\I'm_Good_(Blue)_2.npy,happy
./data_with_wav\openl3_embedding\House_on_Fire_0.npy,happy
./data_with_wav\openl3_embedding\House_on_Fire_1.npy,happy
./data_with_wav\openl3_embedding\House_on_Fire_2.npy,happy
./data_with_wav\openl3_embedding\Blank_Space_0.npy,happy
./data_with_wav\openl3_embedding\Blank_Space_1.npy,happy
./data_with_wav\openl3_embedding\Blank_Space_2.npy,happy
./data_with_wav\openl3_embedding\This_Will_Be_(An_Everlasting_Love)_0.npy,happy
./data_with_wav\openl3_embedding\This_Will_Be_(An_Everlasting_Love)_1.npy,happy
./data_with_wav\openl3_embedding\This_Will_Be_(An_Everlasting_Love)_2.npy,happy
./data_with_wav\openl3_embedding\Everybody_Talks_0.npy,happy
./data_with_wav\openl3_embedding\Everybody_Talks_1.npy,happy
./data_with_wav\openl3_embedding\Everybody_Talks_2.npy,happy
./data_with_wav\openl3_embedding\Send_Me_On_My_Way_0.npy,happy
./data_with_wav\openl3_embedding\Send_Me_On_My_Way_1.npy,happy
./data_with_wav\openl3_embedding\Send_Me_On_My_Way_2.npy,happy
./data_with_wav\openl3_embedding\The_Lazy_Song_0.npy,happy
./data_with_wav\openl3_embedding\The_Lazy_Song_1.npy,happy
./data_with_wav\openl3_embedding\The_Lazy_Song_2.npy,happy
./data_with_wav\openl3_embedding\Counting_Stars_0.npy,happy
./data_with_wav\openl3_embedding\Counting_Stars_1.npy,happy
./data_with_wav\openl3_embedding\Counting_Stars_2.npy,happy
./data_with_wav\openl3_embedding\A_Sky_Full_of_Stars_0.npy,happy
./data_with_wav\openl3_embedding\A_Sky_Full_of_Stars_1.npy,happy
./data_with_wav\openl3_embedding\A_Sky_Full_of_Stars_2.npy,happy
./data_with_wav\openl3_embedding\Keep_Your_Head_Up_(Album_Version)_0.npy,happy
./data_with_wav\openl3_embedding\Keep_Your_Head_Up_(Album_Version)_1.npy,happy
./data_with_wav\openl3_embedding\Keep_Your_Head_Up_(Album_Version)_2.npy,happy
./data_with_wav\openl3_embedding\Don't_Go_Breaking_My_Heart_0.npy,happy
./data_with_wav\openl3_embedding\Don't_Go_Breaking_My_Heart_1.npy,happy
./data_with_wav\openl3_embedding\Don't_Go_Breaking_My_Heart_2.npy,happy
./data_with_wav\openl3_embedding\Everywhere_-_2017_Remaster_0.npy,happy
./data_with_wav\openl3_embedding\Everywhere_-_2017_Remaster_1.npy,happy
./data_with_wav\openl3_embedding\Everywhere_-_2017_Remaster_2.npy,happy
./data_with_wav\openl3_embedding\It's_a_Beautiful_Day_0.npy,happy
./data_with_wav\openl3_embedding\It's_a_Beautiful_Day_1.npy,happy
./data_with_wav\openl3_embedding\It's_a_Beautiful_Day_2.npy,happy
./data_with_wav\openl3_embedding\Rich_Girl_0.npy,happy
./data_with_wav\openl3_embedding\Rich_Girl_1.npy,happy
./data_with_wav\openl3_embedding\Rich_Girl_2.npy,happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_0.npy,happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_1.npy,happy
./data_with_wav\openl3_embedding\Hooked_On_A_Feeling_2.npy,happy
./data_with_wav\openl3_embedding\Don't_Stop_Me_Now_-_Remastered_2011_0.npy,happy
./data_with_wav\openl3_embedding\Don't_Stop_Me_Now_-_Remastered_2011_1.npy,happy
./data_with_wav\openl3_embedding\Don't_Stop_Me_Now_-_Remastered_2011_2.npy,happy
./data_with_wav\openl3_embedding\Viva_La_Vida_0.npy,happy
./data_with_wav\openl3_embedding\Viva_La_Vida_1.npy,happy
./data_with_wav\openl3_embedding\Viva_La_Vida_2.npy,happy
./data_with_wav\openl3_embedding\Drive_By_0.npy,happy
./data_with_wav\openl3_embedding\Drive_By_1.npy,happy
./data_with_wav\openl3_embedding\Drive_By_2.npy,happy
./data_with_wav\openl3_embedding\Better_When_I'm_Dancin'_0.npy,happy
./data_with_wav\openl3_embedding\Better_When_I'm_Dancin'_1.npy,happy
./data_with_wav\openl3_embedding\Better_When_I'm_Dancin'_2.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_0.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_1.npy,happy
./data_with_wav\openl3_embedding\Pumped_Up_Kicks_2.npy,happy
./data_with_wav\openl3_embedding\Escape_(The_Pina_Colada_Song)_0.npy,happy
./data_with_wav\openl3_embedding\Escape_(The_Pina_Colada_Song)_1.npy,happy
./data_with_wav\openl3_embedding\Escape_(The_Pina_Colada_Song)_2.npy,happy
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_0.npy,happy
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_1.npy,happy
./data_with_wav\openl3_embedding\Just_the_Way_You_Are_2.npy,happy
./data_with_wav\openl3_embedding\AOK_0.npy,happy
./data_with_wav\openl3_embedding\AOK_1.npy,happy
./data_with_wav\openl3_embedding\AOK_2.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_0.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_1.npy,happy
./data_with_wav\openl3_embedding\I_Can_See_Clearly_Now_2.npy,happy
./data_with_wav\openl3_embedding\Honeypie_0.npy,happy
./data_with_wav\openl3_embedding\Honeypie_1.npy,happy
./data_with_wav\openl3_embedding\Honeypie_2.npy,happy
./data_with_wav\openl3_embedding\Make_You_Mine_0.npy,happy
./data_with_wav\openl3_embedding\Make_You_Mine_1.npy,happy
./data_with_wav\openl3_embedding\Make_You_Mine_2.npy,happy
./data_with_wav\openl3_embedding\Sugar_Sugar_0.npy,happy
./data_with_wav\openl3_embedding\Sugar_Sugar_1.npy,happy
./data_with_wav\openl3_embedding\Sugar_Sugar_2.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_0.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_1.npy,happy
./data_with_wav\openl3_embedding\Bam_Bam_(feat._Ed_Sheeran)_2.npy,happy
./data_with_wav\openl3_embedding\Brand_New_0.npy,happy
./data_with_wav\openl3_embedding\Brand_New_1.npy,happy
./data_with_wav\openl3_embedding\Brand_New_2.npy,happy
./data_with_wav\openl3_embedding\Hot_Rod_0.npy,happy
./data_with_wav\openl3_embedding\Hot_Rod_1.npy,happy
./data_with_wav\openl3_embedding\Hot_Rod_2.npy,happy
./data_with_wav\openl3_embedding\Lush_Life_0.npy,happy
./data_with_wav\openl3_embedding\Lush_Life_1.npy,happy
./data_with_wav\openl3_embedding\Lush_Life_2.npy,happy
./data_with_wav\openl3_embedding\I_Lived_0.npy,happy
./data_with_wav\openl3_embedding\I_Lived_1.npy,happy
./data_with_wav\openl3_embedding\I_Lived_2.npy,happy
./data_with_wav\openl3_embedding\What_You_Know_0.npy,happy
./data_with_wav\openl3_embedding\What_You_Know_1.npy,happy
./data_with_wav\openl3_embedding\What_You_Know_2.npy,happy
./data_with_wav\openl3_embedding\P.Y.T._(Pretty_Young_Thing)_0.npy,happy
./data_with_wav\openl3_embedding\P.Y.T._(Pretty_Young_Thing)_1.npy,happy
./data_with_wav\openl3_embedding\P.Y.T._(Pretty_Young_Thing)_2.npy,happy
./data_with_wav\openl3_embedding\I'm_Gonna_Be_(500_Miles)_0.npy,happy
./data_with_wav\openl3_embedding\I'm_Gonna_Be_(500_Miles)_1.npy,happy
./data_with_wav\openl3_embedding\I'm_Gonna_Be_(500_Miles)_2.npy,happy
./data_with_wav\openl3_embedding\Smile_0.npy,happy
./data_with_wav\openl3_embedding\Smile_1.npy,happy
./data_with_wav\openl3_embedding\Smile_2.npy,happy
./data_with_wav\openl3_embedding\Wake_Me_Up_0.npy,happy
./data_with_wav\openl3_embedding\Wake_Me_Up_1.npy,happy
./data_with_wav\openl3_embedding\Wake_Me_Up_2.npy,happy
./data_with_wav\openl3_embedding\Never_Gonna_Not_Dance_Again_0.npy,happy
./data_with_wav\openl3_embedding\Never_Gonna_Not_Dance_Again_1.npy,happy
./data_with_wav\openl3_embedding\Never_Gonna_Not_Dance_Again_2.npy,happy
./data_with_wav\openl3_embedding\Stereo_Hearts_(feat._Adam_Levine)_0.npy,happy
./data_with_wav\openl3_embedding\Stereo_Hearts_(feat._Adam_Levine)_1.npy,happy
./data_with_wav\openl3_embedding\Stereo_Hearts_(feat._Adam_Levine)_2.npy,happy
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Make_You_Feel_My_Love_2.npy,in-love
./data_with_wav\openl3_embedding\Dance_Me_to_the_End_of_Love_0.npy,in-love
./data_with_wav\openl3_embedding\Dance_Me_to_the_End_of_Love_1.npy,in-love
./data_with_wav\openl3_embedding\Dance_Me_to_the_End_of_Love_2.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_0.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_1.npy,in-love
./data_with_wav\openl3_embedding\More_Than_Words_2.npy,in-love
./data_with_wav\openl3_embedding\Unchained_Melody_0.npy,in-love
./data_with_wav\openl3_embedding\Unchained_Melody_1.npy,in-love
./data_with_wav\openl3_embedding\Unchained_Melody_2.npy,in-love
./data_with_wav\openl3_embedding\I_Want_to_Know_What_Love_Is_-_2008_Remaster_0.npy,in-love
./data_with_wav\openl3_embedding\I_Want_to_Know_What_Love_Is_-_2008_Remaster_1.npy,in-love
./data_with_wav\openl3_embedding\I_Want_to_Know_What_Love_Is_-_2008_Remaster_2.npy,in-love
./data_with_wav\openl3_embedding\Always_0.npy,in-love
./data_with_wav\openl3_embedding\Always_1.npy,in-love
./data_with_wav\openl3_embedding\Always_2.npy,in-love
./data_with_wav\openl3_embedding\Love_Me_Tender_0.npy,in-love
